review,rating,date,bank,app_name,source,package_name,user_name,thumbs_up
"Very slow loading times. Takes forever to complete simple transactions. Comparing to other banks, this is my experience.",2,2023-10-20,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2455,4
Login issues persist for weeks. Cannot access my account properly.,1,2023-06-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4286,17
Quick and secure payments. The app works perfectly on my phone.,4,2024-01-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8873,5
The app is stable and reliable. Never had any technical issues. Hope they continue to improve.,5,2023-07-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1632,1
Regular banking app - works fine for checking balance and simple transfers. Hope they continue to improve.,3,2024-04-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7469,8
Great user experience! The design is modern and intuitive.,4,2024-11-26,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5638,12
Amazing app! Makes mobile banking incredibly easy and secure.,2,2023-08-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8639,7
Decent banking app with basic features. Nothing special but gets the job done. Overall satisfied with the service.,3,2023-07-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9613,5
The app frequently logs me out during transactions. Needs major improvements.,1,2025-05-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7220,7
Smooth and efficient. Customer support is very responsive.,4,2024-07-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1278,16
Outstanding customer service through the app. Highly recommended!,4,2025-04-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1621,2
The app is stable and reliable. Never had any technical issues.,5,2024-07-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1192,9
Security concerns - app doesn't feel safe for financial transactions.,2,2023-09-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6318,9
Love the new features. Makes banking so much easier than going to the branch.,4,2023-09-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9449,16
Amazing app! Makes mobile banking incredibly easy and secure.,4,2023-12-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5999,17
Mixed experience - some features are good while others need work.,3,2024-06-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3316,19
Terrible user experience. The app is slow and unresponsive.,1,2023-09-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7949,8
Love the new features. Makes banking so much easier than going to the branch. Overall satisfied with the service.,4,2024-08-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4876,18
Great user experience! The design is modern and intuitive.,5,2024-03-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9254,20
Login issues persist for weeks. Cannot access my account properly.,2,2024-06-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5308,17
Very convenient for paying bills and checking account balance anytime. Still my opinion.,5,2024-08-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2471,16
Unable to check account balance. App is unreliable and buggy.,2,2024-10-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2269,10
Update: Bill payment feature never works properly. Always shows server errors.,2,2024-10-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2624,5
"App works fine but could use some improvements in the user interface. Comparing to other banks, this is my experience.",3,2024-02-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2381,13
Quick and secure payments. The app works perfectly on my phone.,4,2024-11-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9941,10
"Very slow loading times. Takes forever to complete simple transactions. Comparing to other banks, this is my experience.",2,2024-07-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9499,20
Perfect for daily banking needs. All features work as expected. Still my opinion.,4,2024-12-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8069,19
Excellent mobile banking app! Very user-friendly interface and fast transactions.,5,2025-06-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7699,0
Update: Outdated interface and confusing navigation. Needs complete redesign. Overall satisfied with the service.,2,2025-03-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7235,5
Very convenient for paying bills and checking account balance anytime. Hope they continue to improve.,4,2024-11-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6752,19
Average mobile banking experience. Some features work better than others.,3,2023-09-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5968,20
Update: Quick and secure payments. The app works perfectly on my phone.,4,2024-03-30,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8002,13
Great user experience! The design is modern and intuitive. Overall satisfied with the service.,4,2024-03-04,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3892,1
App works as expected. Would like to see more payment options added.,3,2023-12-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1598,11
Outstanding customer service through the app. Highly recommended! Overall satisfied with the service.,4,2024-05-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7128,16
Average mobile banking experience. Some features work better than others.,3,2024-04-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1875,3
Amazing app! Makes mobile banking incredibly easy and secure. Hope they continue to improve.,4,2024-03-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3040,15
Mixed experience - some features are good while others need work.,3,2023-10-03,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5024,0
Mixed experience - some features are good while others need work. Hope they continue to improve.,3,2023-08-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4156,12
App works fine but could use some improvements in the user interface.,3,2024-11-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2246,10
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-05-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8859,5
The app is okay for simple transactions but lacks advanced features.,3,2025-01-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3357,3
Update: Standard banking app with room for improvement in user experience.,3,2024-04-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7604,18
Great user experience! The design is modern and intuitive.,5,2025-04-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6876,9
Outstanding customer service through the app. Highly recommended! Still my opinion.,4,2024-11-12,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7401,1
The app frequently logs me out during transactions. Needs major improvements.,1,2023-11-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2915,1
Functional but not exceptional. Meets basic banking needs adequately.,3,2024-09-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8399,1
The app is stable and reliable. Never had any technical issues.,4,2025-02-07,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8919,5
App works as expected. Would like to see more payment options added.,3,2023-09-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7400,20
Worst banking app experience! Constantly freezes and crashes. Update: Still having the same experience.,2,2024-07-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5995,1
Perfect for daily banking needs. All features work as expected.,5,2023-11-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6537,6
Very slow loading times. Takes forever to complete simple transactions.,2,2024-10-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8101,9
Quick and secure payments. The app works perfectly on my phone. Been using this app for months now.,5,2025-05-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7471,7
Quick and secure payments. The app works perfectly on my phone.,5,2024-08-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5909,20
Very slow loading times. Takes forever to complete simple transactions. Update: Still having the same experience.,2,2024-03-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3974,4
Great user experience! The design is modern and intuitive. Hope they continue to improve.,4,2024-02-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2543,20
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-05-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3823,3
Regular banking app - works fine for checking balance and simple transfers.,3,2024-07-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3596,7
Best banking app I've used. Transaction history is very clear and detailed. Update: Still having the same experience.,4,2024-09-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6575,4
Smooth and efficient. Customer support is very responsive.,5,2024-06-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8530,2
The app frequently logs me out during transactions. Needs major improvements. Been using this app for months now.,2,2025-02-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6495,7
The app is okay for simple transactions but lacks advanced features.,3,2025-01-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4400,13
Standard banking app with room for improvement in user experience. Been using this app for months now.,3,2023-11-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3388,18
The app is okay for simple transactions but lacks advanced features.,3,2024-08-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1138,19
Outstanding customer service through the app. Highly recommended!,5,2024-01-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4383,13
Amazing app! Makes mobile banking incredibly easy and secure. Hope they continue to improve.,4,2024-06-04,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6224,4
Standard banking app with room for improvement in user experience.,3,2024-02-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7659,20
Excellent mobile banking app! Very user-friendly interface and fast transactions.,3,2023-10-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8616,8
Decent banking app with basic features. Nothing special but gets the job done. Hope they continue to improve.,3,2025-04-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2399,11
Average mobile banking experience. Some features work better than others.,3,2024-02-20,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2722,4
Quick and secure payments. The app works perfectly on my phone.,4,2024-12-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6893,3
Great user experience! The design is modern and intuitive.,5,2024-05-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7390,9
Excellent mobile banking app! Very user-friendly interface and fast transactions. Been using this app for months now.,4,2024-09-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6236,1
Love the new features. Makes banking so much easier than going to the branch.,4,2024-03-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1102,9
Quick and secure payments. The app works perfectly on my phone.,5,2023-11-30,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5143,20
Average mobile banking experience. Some features work better than others.,3,2023-08-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7319,0
Best banking app I've used. Transaction history is very clear and detailed.,3,2024-05-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8464,3
Unable to check account balance. App is unreliable and buggy.,2,2024-08-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6406,4
Bill payment feature never works properly. Always shows server errors.,1,2023-06-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7478,13
Unable to check account balance. App is unreliable and buggy.,2,2023-06-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5669,18
